Date,Time (in CET),Product,Contract Type,Contract Period,Options Type,Options Strike,Price,Volume (Lots),Volume (MWh)
2020年5月18日,8:01:58 AM,Tokyo Area Base Future,Quarter,Q3 2020,-,-,7.8,5,"11,040"
2020年5月18日,10:57:30 AM,Tokyo Area Base Future,Month,Jun-20,-,-,6.8,1,720
2020年6月10日,8:31:19 AM,Tokyo Area Base Future,Quarter,Q3 2020,-,-,7.6,5,"11,040"
2020年6月11日,9:02:07 AM,Tokyo Area Base Future,Quarter,Q3 2020,-,-,7.6,5,"11,040"
2020年6月15日,8:11:27 AM,Tokyo Area Base Future,Quarter,Q3 2020,-,-,7.5,5,"11,040"
2020年6月16日,8:30:26 AM,Tokyo Area Peak Future,Quarter,Q3 2020,-,-,9.1,5,"3,660"
2020年6月17日,8:00:13 AM,Tokyo Area Peak Future,Week,2020W26,-,-,7.15,10,600
2020年6月17日,10:31:38 AM,Tokyo Area Peak Future,Week,2020W27,-,-,7.15,10,600
2020年6月18日,8:06:33 AM,Tokyo Area Base Future,Quarter,Q3 2020,-,-,7.2,30,"66,240"
2020年6月22日,11:01:38 AM,Tokyo Area Peak Future,Week,2020W27,-,-,7.05,5,300
2020年7月13日,8:00:13 AM,Tokyo Area Peak Future,Week,2020W30,-,-,8.5,1,36
2020年8月11日,8:11:16 AM,Tokyo Area Base Future,Season,Win 2020,-,-,6.8,5,"21,840"
2020年8月13日,11:24:27 AM,Tokyo Area Peak Future,Month,Sep-20,-,-,6.75,10,"2,400"
2020年8月17日,8:32:07 AM,Tokyo Area Base Future,Month,Sep-20,-,-,6.5,5,"3,600"
2020年8月20日,11:57:14 AM,Tokyo Area Base Future,Year,Cal 2021,-,-,7.25,2,"17,520"
2020年8月27日,10:47:41 AM,Tokyo Area Base Future,Season,Win 2020,-,-,6.55,3,"13,104"
2020年9月14日,8:00:11 AM,Tokyo Area Base Future,Season,Win 2020,-,-,6.5,5,"21,840"
2020年9月17日,11:47:04 AM,Kansai Area Base Future,Month,Nov-20,-,-,5.5,5,"3,600"
2020年9月17日,11:47:57 AM,Kansai Area Base Future,Month,Oct-20,-,-,5.5,5,"3,720"
2020年9月18日,9:51:57 AM,Tokyo Area Base Future,Season,Win 2020,-,-,6.5,3,"13,104"
2020年10月6日,11:17:10 AM,Tokyo Area Base Future,Month,Dec-20,-,-,6.85,1,744
2020年10月7日,8:00:13 AM,Tokyo Area Base Future,Month,Dec-20,-,-,6.85,5,"3,720"
2020年10月7日,8:25:37 AM,Tokyo Area Base Future,Month,Dec-20,-,-,6.85,5,"3,720"
2020年10月8日,11:59:55 AM,Tokyo Area Base Future,Month,Nov-20,-,-,5.6,5,"3,600"
2020年10月15日,11:00:55 AM,Tokyo Area Base Future,Month,Nov-20,-,-,5.74,2,"1,440"
2020年10月16日,8:32:58 AM,Tokyo Area Peak Future,Month,Dec-20,-,-,8.1,15,"3,960"
2020年10月16日,9:37:25 AM,Tokyo Area Peak Future,Month,Jan-21,-,-,8.1,15,"3,420"
2020年10月16日,9:37:39 AM,Tokyo Area Peak Future,Month,Feb-21,-,-,8.1,15,"3,240"
2020年10月16日,9:43:13 AM,Tokyo Area Peak Future,Month,Dec-20,-,-,8.1,3,792
2020年10月16日,9:43:21 AM,Tokyo Area Peak Future,Month,Jan-21,-,-,8.1,3,684
2020年10月16日,9:43:22 AM,Tokyo Area Peak Future,Month,Feb-21,-,-,8.1,3,648
2020年10月16日,10:49:13 AM,Tokyo Area Base Future,Month,Nov-20,-,-,5.75,5,"3,600"
2020年10月20日,11:13:45 AM,Tokyo Area Peak Future,Month,Dec-20,-,-,7.9,20,"5,280"
2020年10月20日,11:37:31 AM,Tokyo Area Peak Future,Month,Dec-20,-,-,8.1,5,"1,320"
2020年10月20日,11:37:47 AM,Tokyo Area Peak Future,Month,Jan-21,-,-,8.1,5,"1,140"
2020年10月20日,11:38:09 AM,Tokyo Area Peak Future,Month,Feb-21,-,-,8.1,5,"1,080"
2020年10月21日,10:00:10 AM,Tokyo Area Base Future,Month,Nov-20,-,-,5.95,10,"7,200"
2020年10月21日,10:56:25 AM,Tokyo Area Base Future,Month,Nov-20,-,-,5.85,10,"7,200"
2020年10月23日,8:00:12 AM,Tokyo Area Base Future,Month,Dec-20,-,-,7.05,5,"3,720"
2020年10月23日,8:00:13 AM,Kansai Area Base Future,Month,Nov-20,-,-,5.95,5,"3,600"
2020年10月23日,8:13:41 AM,Tokyo Area Peak Future,Month,Nov-20,-,-,6.6,10,"2,280"
2020年10月23日,9:34:01 AM,Tokyo Area Base Future,Month,Dec-20,-,-,7.05,1,744
2020年10月23日,9:45:35 AM,Tokyo Area Base Future,Month,Nov-20,-,-,5.84,5,"3,600"
2020年10月26日,8:32:23 AM,Tokyo Area Base Future,Month,Jan-21,-,-,7.95,10,"7,440"
2020年10月26日,8:32:38 AM,Tokyo Area Base Future,Month,Feb-21,-,-,7.95,10,"6,720"
2020年10月27日,10:41:10 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,7.7,5,"21,960"
2020年10月28日,8:19:33 AM,Tokyo Area Base Future,Month,Dec-20,-,-,7.15,5,"3,720"
2020年10月29日,10:37:50 AM,Tokyo Area Peak Future,Month,Nov-20,-,-,6.65,10,"2,280"
2020年10月30日,8:32:47 AM,Tokyo Area Peak Future,Month,Dec-20,-,-,8.25,10,"2,640"
2020年11月3日,8:27:54 AM,Tokyo Area Base Future,Month,Dec-20,-,-,7,5,"3,720"
2020年11月4日,9:51:52 AM,Tokyo Area Base Future,Month,Dec-20,-,-,6.95,5,"3,720"
2020年11月4日,10:20:24 AM,Tokyo Area Base Future,Month,Dec-20,-,-,6.97,5,"3,720"
2020年11月9日,10:23:37 AM,Tokyo Area Peak Future,Month,Dec-20,-,-,8,5,"1,320"
2020年11月12日,9:41:11 AM,Tokyo Area Base Future,Month,Dec-20,-,-,7,5,"3,720"
2020年11月13日,10:00:12 AM,Tokyo Area Base Future,Month,Dec-20,-,-,6.95,5,"3,720"
2020年11月17日,8:00:11 AM,Tokyo Area Base Future,Month,Jan-21,-,-,7,5,"3,720"
2020年11月20日,10:17:37 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,6.35,5,"10,920"
2020年11月20日,10:51:11 AM,Tokyo Area Peak Future,Month,Dec-20,-,-,7.65,5,"1,320"
2020年11月24日,8:01:11 AM,Tokyo Area Base Future,Month,Feb-21,-,-,6.85,5,"3,360"
2020年11月24日,8:01:11 AM,Tokyo Area Peak Future,Month,Dec-20,-,-,7.6,5,"1,320"
2020年11月24日,10:19:36 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,7.05,5,"21,960"
2020年11月30日,8:01:11 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,7.5,10,"43,920"
2020年11月30日,8:01:11 AM,Tokyo Area Base Future,Season,Win 2021,-,-,7.5,10,"43,680"
2020年12月1日,10:48:33 AM,Tokyo Area Base Future,Month,Dec-20,-,-,6.6,5,"3,720"
2020年12月2日,9:03:14 AM,Tokyo Area Base Future,Month,Jan-21,-,-,6.75,5,"3,720"
2020年12月4日,9:01:20 AM,Tokyo Area Base Future,Month,Jan-21,-,-,6.65,20,"14,880"
2020年12月4日,10:32:25 AM,Tokyo Area Base Future,Month,Jan-21,-,-,6.7,5,"3,720"
2020年12月7日,8:42:39 AM,Tokyo Area Base Future,Month,Jan-21,-,-,6.8,5,"3,720"
2020年12月8日,8:06:47 AM,Tokyo Area Base Future,Month,Jan-21,-,-,7.25,5,"3,720"
2020年12月8日,8:10:45 AM,Tokyo Area Base Future,Month,Feb-21,-,-,7.25,5,"3,360"
2020年12月8日,8:13:21 AM,Tokyo Area Base Future,Month,Jan-21,-,-,7.25,5,"3,720"
2020年12月8日,9:04:28 AM,Tokyo Area Base Future,Month,Jan-21,-,-,7.14,7,"5,208"
2020年12月8日,9:11:57 AM,Tokyo Area Base Future,Month,Feb-21,-,-,7.21,4,"2,688"
2020年12月9日,8:55:19 AM,Tokyo Area Base Future,Month,Jan-21,-,-,7.25,5,"3,720"
2020年12月9日,9:30:59 AM,Tokyo Area Base Future,Month,Jan-21,-,-,7.45,10,"7,440"
2020年12月9日,9:32:18 AM,Tokyo Area Base Future,Month,Feb-21,-,-,7.3,10,"6,720"
2020年12月10日,8:01:11 AM,Tokyo Area Base Future,Month,Mar-21,-,-,6.25,5,"3,720"
2020年12月10日,10:33:27 AM,Tokyo Area Base Future,Month,Dec-20,-,-,6.95,10,"7,440"
2020年12月11日,9:40:44 AM,Tokyo Area Base Future,Month,Jan-21,-,-,7.55,5,"3,720"
2020年12月11日,9:43:32 AM,Tokyo Area Base Future,Month,Feb-21,-,-,7.55,5,"3,360"
2020年12月11日,10:43:15 AM,Tokyo Area Base Future,Week,2020W52,-,-,7.93,5,840
2020年12月11日,10:44:57 AM,Tokyo Area Base Future,Week,2020W51,-,-,7.93,5,840
2020年12月14日,8:03:26 AM,Tokyo Area Peak Future,Month,Jan-21,-,-,8.5,5,"1,140"
2020年12月14日,10:40:30 AM,Tokyo Area Base Future,Month,Jan-21,-,-,7.6,5,"3,720"
2020年12月14日,10:41:46 AM,Tokyo Area Base Future,Month,Feb-21,-,-,7.6,5,"3,360"
2020年12月17日,10:52:20 AM,Tokyo Area Base Future,Month,Dec-20,-,-,9.97,5,"3,720"
2020年12月18日,10:06:35 AM,Tokyo Area Base Future,Month,Dec-20,-,-,9.97,6,"4,464"
2020年12月18日,10:38:09 AM,Tokyo Area Base Future,Week,2020W52,-,-,13,2,336
2020年12月23日,9:27:18 AM,Tokyo Area Peak Future,Month,Feb-21,-,-,11.5,10,"2,160"
2020年12月23日,9:27:28 AM,Tokyo Area Peak Future,Month,Feb-21,-,-,12,5,"1,080"
2020年12月23日,9:27:28 AM,Tokyo Area Peak Future,Month,Jan-21,-,-,12,10,"2,280"
2021年1月4日,9:41:52 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,6.5,5,"10,920"
2021年1月5日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,6.6,5,"10,920"
2021年1月5日,10:46:08 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,7.5,5,"21,960"
2021年1月6日,8:01:11 AM,Tokyo Area Base Future,Month,Jan-21,-,-,58.5,5,"3,720"
2021年1月6日,8:19:52 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,7.9,10,"43,920"
2021年1月6日,8:21:54 AM,Tokyo Area Base Future,Season,Win 2021,-,-,7.9,10,"43,680"
2021年1月6日,8:40:02 AM,Tokyo Area Base Future,Month,Feb-21,-,-,31,5,"3,360"
2021年1月6日,8:44:10 AM,Tokyo Area Base Future,Month,Feb-21,-,-,31,1,672
2021年1月6日,10:27:22 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,7,3,"6,552"
2021年1月7日,9:09:42 AM,Tokyo Area Base Future,Month,Jan-21,-,-,59,5,"3,720"
2021年1月7日,9:33:46 AM,Tokyo Area Base Future,Month,Feb-21,-,-,32,1,672
2021年1月8日,8:01:11 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,8,5,"21,960"
2021年1月8日,8:01:11 AM,Tokyo Area Base Future,Season,Win 2021,-,-,8,5,"21,840"
2021年1月8日,8:01:11 AM,Tokyo Area Base Future,Month,Jan-21,-,-,59,2,"1,488"
2021年1月8日,8:01:11 AM,Tokyo Area Base Future,Month,Jan-21,-,-,61,3,"2,232"
2021年1月8日,8:09:51 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,8,10,"43,920"
2021年1月8日,8:11:57 AM,Tokyo Area Base Future,Season,Win 2021,-,-,8,10,"43,680"
2021年1月8日,9:31:38 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,7.95,5,"21,960"
2021年1月8日,10:47:10 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,7.9,10,"43,920"
2021年1月8日,10:47:39 AM,Tokyo Area Base Future,Season,Win 2021,-,-,7.9,10,"43,680"
2021年1月11日,8:01:11 AM,Tokyo Area Base Future,Month,Feb-21,-,-,42,4,"2,688"
2021年1月11日,8:01:11 AM,Tokyo Area Base Future,Month,Feb-21,-,-,42,1,672
2021年1月11日,8:01:11 AM,Tokyo Area Base Future,Month,Jan-21,-,-,85,5,"3,720"
2021年1月11日,8:16:09 AM,Tokyo Area Base Future,Season,Win 2021,-,-,7.95,5,"21,840"
2021年1月11日,8:31:23 AM,Tokyo Area Base Future,Month,Feb-21,-,-,42,3,"2,016"
2021年1月12日,8:01:11 AM,Kansai Area Base Future,Month,Feb-21,-,-,45.75,3,"2,016"
2021年1月12日,8:01:11 AM,Tokyo Area Base Future,Month,Feb-21,-,-,48,4,"2,688"
2021年1月12日,9:03:42 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,8.1,5,"21,960"
2021年1月12日,9:04:55 AM,Tokyo Area Base Future,Season,Win 2021,-,-,8.1,5,"21,840"
2021年1月12日,9:06:27 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,8.1,5,"21,960"
2021年1月12日,10:03:01 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,8.1,10,"43,920"
2021年1月12日,10:05:09 AM,Tokyo Area Base Future,Season,Win 2021,-,-,8.1,10,"43,680"
2021年1月13日,8:01:11 AM,Tokyo Area Base Future,Month,Feb-21,-,-,50,5,"3,360"
2021年1月13日,8:01:11 AM,Tokyo Area Base Future,Month,Feb-21,-,-,50,2,"1,344"
2021年1月13日,8:29:35 AM,Tokyo Area Base Future,Month,Jan-21,-,-,90,1,744
2021年1月13日,10:07:06 AM,Tokyo Area Peak Future,Month,Jan-21,-,-,95.15,5,"1,140"
2021年1月14日,8:01:11 AM,Tokyo Area Base Future,Month,Feb-21,-,-,50,2,"1,344"
2021年1月14日,8:01:11 AM,Tokyo Area Base Future,Month,Feb-21,-,-,50,1,672
2021年1月14日,8:01:11 AM,Tokyo Area Peak Future,Month,Feb-21,-,-,56.1,5,"1,080"
2021年1月14日,8:01:11 AM,Kansai Area Base Future,Month,Feb-21,-,-,48,3,"2,016"
2021年1月14日,8:01:11 AM,Tokyo Area Base Future,Month,Mar-21,-,-,17.5,5,"3,720"
2021年1月14日,8:01:11 AM,Tokyo Area Base Future,Month,Mar-21,-,-,17.5,2,"1,488"
2021年1月14日,10:33:12 AM,Tokyo Area Base Future,Week,2021W03,-,-,108,2,336
2021年1月14日,10:39:54 AM,Tokyo Area Base Future,Week,2021W03,-,-,110,3,504
2021年1月15日,8:13:52 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,8.05,5,"21,960"
2021年1月15日,8:16:34 AM,Tokyo Area Base Future,Season,Win 2021,-,-,8.05,5,"21,840"
2021年1月15日,8:40:11 AM,Tokyo Area Base Future,Month,Feb-21,-,-,46,2,"1,344"
2021年1月15日,8:40:39 AM,Kansai Area Base Future,Month,Feb-21,-,-,45,2,"1,344"
2021年1月15日,9:37:34 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,7.72,2,"4,416"
2021年1月15日,9:41:01 AM,Kansai Area Base Future,Month,Feb-21,-,-,45,1,672
2021年1月18日,8:44:51 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,8.01,2,"8,784"
2021年1月18日,9:59:07 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,7.76,5,"10,920"
2021年1月19日,8:01:11 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,7.9,10,"43,920"
2021年1月19日,8:01:11 AM,Tokyo Area Base Future,Season,Win 2021,-,-,7.9,10,"43,680"
2021年1月20日,8:30:07 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,7.6,5,"10,920"
2021年1月21日,9:49:21 AM,Tokyo Area Base Future,Month,Feb-21,-,-,40,1,672
2021年1月21日,9:53:38 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,7.29,2,"4,368"
2021年1月21日,9:55:55 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,8.18,2,"4,416"
2021年1月22日,9:04:54 AM,Tokyo Area Base Future,Month,Feb-21,-,-,41,5,"3,360"
2021年1月22日,9:37:39 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,7.81,5,"21,960"
2021年1月22日,9:40:02 AM,Tokyo Area Base Future,Season,Win 2021,-,-,7.81,5,"21,840"
2021年1月22日,10:34:30 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,7.87,10,"43,920"
2021年1月22日,10:36:37 AM,Tokyo Area Base Future,Season,Win 2021,-,-,7.87,10,"43,680"
2021年1月25日,8:37:18 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,7.95,5,"21,960"
2021年1月25日,8:38:29 AM,Tokyo Area Base Future,Season,Win 2021,-,-,7.95,5,"21,840"
2021年1月25日,9:31:21 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,7.95,5,"21,960"
2021年1月25日,9:32:26 AM,Tokyo Area Base Future,Season,Win 2021,-,-,7.95,5,"21,840"
2021年1月25日,10:22:53 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,7.96,5,"21,960"
2021年1月25日,10:23:24 AM,Tokyo Area Base Future,Season,Win 2021,-,-,7.96,5,"21,840"
2021年1月27日,8:07:19 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,7.2,5,"10,920"
2021年1月27日,8:51:01 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,7.84,5,"11,040"
2021年1月29日,8:02:51 AM,Tokyo Area Peak Future,Month,Feb-21,-,-,15,10,"2,160"
2021年1月29日,9:38:41 AM,Tokyo Area Base Future,Week,2021W05,-,-,15,10,"1,680"
2021年1月29日,10:55:44 AM,Tokyo Area Base Future,Season,Win 2021,-,-,7.96,10,"43,680"
2021年1月29日,10:55:47 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,7.96,10,"43,920"
2021年2月1日,10:07:54 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,8,2,"8,784"
2021年2月1日,10:09:12 AM,Tokyo Area Base Future,Season,Win 2021,-,-,8,2,"8,736"
2021年2月1日,10:14:47 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,8,5,"21,960"
2021年2月1日,10:15:58 AM,Tokyo Area Base Future,Season,Win 2021,-,-,8,5,"21,840"
2021年2月2日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,6.85,5,"10,920"
2021年2月2日,8:37:20 AM,Tokyo Area Base Future,Month,Feb-21,-,-,10.25,2,"1,344"
2021年2月2日,10:58:01 AM,Tokyo Area Peak Future,Month,Feb-21,-,-,13.6,5,"1,080"
2021年2月3日,9:25:19 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,8,5,"21,960"
2021年2月3日,9:25:57 AM,Tokyo Area Base Future,Season,Win 2021,-,-,8,5,"21,840"
2021年2月8日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,6.75,5,"10,920"
2021年2月8日,9:18:47 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,6.95,5,"10,920"
2021年2月10日,8:01:11 AM,Tokyo Area Base Future,Month,Mar-21,-,-,7,15,"11,160"
2021年2月10日,9:47:41 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,8.3,1,"4,392"
2021年2月10日,9:51:53 AM,Tokyo Area Base Future,Season,Win 2021,-,-,8.3,1,"4,368"
2021年2月11日,8:26:36 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,9.1,5,"11,040"
2021年2月15日,9:20:06 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,7,5,"10,920"
2021年2月15日,9:40:53 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,8.23,5,"21,960"
2021年2月19日,8:01:41 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,9.52,3,"6,624"
2021年2月19日,8:07:31 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,8.27,5,"11,040"
2021年2月19日,8:21:19 AM,Kansai Area Peak Future,Month,Mar-21,-,-,8.15,5,"1,380"
2021年2月19日,9:58:31 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,8.25,5,"11,040"
2021年2月19日,10:21:49 AM,Tokyo Area Base Future,Month,Mar-21,-,-,8,5,"3,720"
2021年2月19日,10:47:53 AM,Tokyo Area Base Future,Month,Mar-21,-,-,8,5,"3,720"
2021年2月24日,10:31:53 AM,Kansai Area Base Future,Quarter,Q2 2021,-,-,6,10,"21,840"
2021年2月25日,8:01:11 AM,Tokyo Area Base Future,Month,Mar-21,-,-,8.2,5,"3,720"
2021年2月25日,8:01:11 AM,Tokyo Area Base Future,Month,Mar-21,-,-,8.2,5,"3,720"
2021年2月26日,8:01:11 AM,Tokyo Area Base Future,Month,Mar-21,-,-,8.2,15,"11,160"
2021年2月26日,8:01:11 AM,Tokyo Area Base Future,Month,Mar-21,-,-,8.1,35,"26,040"
2021年2月26日,9:37:46 AM,Tokyo Area Base Future,Month,Mar-21,-,-,8.15,5,"3,720"
2021年2月26日,9:43:02 AM,Tokyo Area Base Future,Month,Mar-21,-,-,8.1,10,"7,440"
2021年2月26日,9:56:48 AM,Tokyo Area Base Future,Month,Mar-21,-,-,8.15,5,"3,720"
2021年2月26日,9:57:04 AM,Tokyo Area Base Future,Month,Mar-21,-,-,8.1,5,"3,720"
2021年2月26日,10:02:28 AM,Tokyo Area Base Future,Month,Mar-21,-,-,8.15,15,"11,160"
2021年2月26日,10:10:58 AM,Tokyo Area Base Future,Month,Mar-21,-,-,8.1,10,"7,440"
2021年3月2日,8:01:11 AM,Tokyo Area Base Future,Month,May-21,-,-,6.85,10,"7,440"
2021年3月2日,8:01:11 AM,Tokyo Area Base Future,Month,Mar-21,-,-,8,5,"3,720"
2021年3月2日,8:54:38 AM,Tokyo Area Base Future,Month,May-21,-,-,6.85,2,"1,488"
2021年3月3日,8:48:39 AM,Tokyo Area Base Future,Month,Mar-21,-,-,7.9,10,"7,440"
2021年3月3日,9:53:38 AM,Tokyo Area Base Future,Month,Apr-21,-,-,7.1,10,"7,200"
2021年3月3日,9:54:14 AM,Tokyo Area Base Future,Month,Apr-21,-,-,7.1,4,"2,880"
2021年3月3日,9:56:19 AM,Tokyo Area Base Future,Month,May-21,-,-,6.75,4,"2,976"
2021年3月3日,9:57:20 AM,Tokyo Area Base Future,Month,Jun-21,-,-,7.6,4,"2,880"
2021年3月3日,10:57:14 AM,Tokyo Area Base Future,Season,Win 2021,-,-,8.7,10,"43,680"
2021年3月4日,8:46:54 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,8.47,5,"21,960"
2021年3月4日,8:47:31 AM,Tokyo Area Base Future,Season,Win 2021,-,-,8.47,5,"21,840"
2021年3月4日,9:58:34 AM,Tokyo Area Base Future,Month,Apr-21,-,-,7.12,5,"3,600"
2021年3月5日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,8.55,10,"22,080"
2021年3月5日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,8.65,5,"11,040"
2021年3月5日,8:01:11 AM,Kansai Area Base Future,Month,Mar-21,-,-,6.75,10,"7,440"
2021年3月5日,8:01:11 AM,Tokyo Area Base Future,Month,Apr-21,-,-,7.1,6,"4,320"
2021年3月5日,8:01:11 AM,Tokyo Area Base Future,Month,Mar-21,-,-,7.5,15,"11,160"
2021年3月5日,8:01:11 AM,Tokyo Area Base Future,Month,Mar-21,-,-,7.4,5,"3,720"
2021年3月5日,8:01:11 AM,Tokyo Area Base Future,Month,Mar-21,-,-,7.4,5,"3,720"
2021年3月5日,8:01:11 AM,Tokyo Area Base Future,Month,May-21,-,-,6.65,13,"9,672"
2021年3月5日,8:02:38 AM,Tokyo Area Base Future,Month,May-21,-,-,6.65,2,"1,488"
2021年3月5日,8:16:27 AM,Kansai Area Base Future,Month,Mar-21,-,-,6.72,10,"7,440"
2021年3月5日,8:17:56 AM,Tokyo Area Base Future,Month,Mar-21,-,-,7.5,10,"7,440"
2021年3月5日,8:53:47 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,8.75,5,"11,040"
2021年3月5日,9:04:58 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,8.75,10,"22,080"
2021年3月5日,9:18:09 AM,Tokyo Area Base Future,Season,Sum 2021,-,-,8.65,5,"21,960"
2021年3月5日,9:20:06 AM,Tokyo Area Base Future,Season,Win 2021,-,-,8.65,5,"21,840"
2021年3月5日,9:39:03 AM,Tokyo Area Base Future,Month,Mar-21,-,-,7.47,5,"3,720"
2021年3月5日,10:03:25 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,9.5,2,"4,416"
2021年3月5日,10:03:47 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,9.5,2,"4,416"
2021年3月8日,8:01:11 AM,Tokyo Area Base Future,Month,Jun-21,-,-,7.65,5,"3,600"
2021年3月8日,8:01:11 AM,Tokyo Area Base Future,Month,Jun-21,-,-,7.85,5,"3,600"
2021年3月8日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,7.65,5,"10,920"
2021年3月8日,8:05:22 AM,Tokyo Area Base Future,Month,Jun-21,-,-,7.55,5,"3,600"
2021年3月8日,9:05:02 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,7.73,10,"21,840"
2021年3月8日,9:13:09 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,7.8,5,"10,920"
2021年3月8日,9:55:40 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,9.8,5,"11,040"
2021年3月8日,10:53:41 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,9.78,2,"4,416"
2021年3月8日,10:54:30 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,7.75,5,"10,920"
2021年3月9日,8:32:06 AM,Tokyo Area Base Future,Month,Apr-21,-,-,7.35,5,"3,600"
2021年3月9日,8:32:49 AM,Tokyo Area Base Future,Month,Apr-21,-,-,7.35,10,"7,200"
2021年3月9日,9:17:02 AM,Tokyo Area Base Future,Month,Mar-21,-,-,7.45,5,"3,720"
2021年3月9日,9:29:12 AM,Tokyo Area Base Future,Month,Mar-21,-,-,7.45,5,"3,720"
2021年3月9日,10:53:50 AM,Tokyo Area Base Future,Quarter,Q1 2022,-,-,9.5,5,"10,800"
2021年3月10日,9:09:36 AM,Tokyo Area Base Future,Month,Apr-21,-,-,7.4,15,"10,800"
2021年3月10日,9:30:32 AM,Tokyo Area Base Future,Month,May-21,-,-,7.4,5,"3,720"
2021年3月10日,9:32:29 AM,Tokyo Area Base Future,Month,Jun-21,-,-,7.9,5,"3,600"
2021年3月10日,9:55:50 AM,Tokyo Area Base Future,Month,Mar-21,-,-,7.35,5,"3,720"
2021年3月10日,10:25:27 AM,Tokyo Area Base Future,Quarter,Q1 2022,-,-,9.57,5,"10,800"
2021年3月10日,10:43:21 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,7.65,5,"10,920"
2021年3月12日,10:42:39 AM,Kansai Area Base Future,Quarter,Q2 2021,-,-,6.59,3,"6,552"
2021年3月15日,8:35:59 AM,Kansai Area Base Future,Month,Mar-21,-,-,6.65,5,"3,720"
2021年3月15日,9:04:09 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,9.85,2,"4,416"
2021年3月16日,9:10:25 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,9.1,5,"11,040"
2021年3月17日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,7.25,5,"10,920"
2021年3月17日,8:01:11 AM,Tokyo Area Base Future,Month,May-21,-,-,7.05,5,"3,720"
2021年3月17日,8:50:51 AM,Kansai Area Base Future,Month,Mar-21,-,-,6.65,5,"3,720"
2021年3月17日,10:08:45 AM,Tokyo Area Base Future,Month,Mar-21,-,-,7.1,5,"3,720"
